33241005017780001330550000053819121185445893|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381912|0|40677|25814|23520|39074|4|05017780001330|3301702|3302502|RJ|41282676000100|12023049|MERCADO UNIAO DA GUARANY LTDA|GUARANY|1308|1|PIABETA INHOMIRIM|25931782|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819131694176227|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381913|0|30317|19872|19200|30317|2|05017780001330|3301702|3301850|RJ|00826357000123|85134876|CHAFARIZ DE OURO RESTAURANTE LTDA|ETR MARTHA ALCANTARA FARES|S/N||CENTRO|25940000|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819141753977143|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381914|0|21248|13248|12800|21248|2|05017780001330|3301702|3301850|RJ|47106860000178|13635544|CLEMENTINO PEREIRA LEITE 9001822274 9|R ARIOSTO MOTTA|455||CIDADE JARDIM GUAPIM|25943392|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819151415338815|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381915|0|39762|18684|18000|39762|2|05017780001330|3301702|3301850|RJ|00553567000195|85370944|R G ALMEIDA BAR E MERCEARIA ME|EST DO BANANAL|SN||PARADA MODELO|25940000|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819161717491419|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381916|0|13040|10694|9600|13040|2|05017780001330|3301702|3301850|RJ|33526402000183||GIZELI SOARES MORAIS 11324698721|R CHICRI ELIAS KFURI|15||VALE JEQUITIBA|25946622|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819171889210300|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381917|0|66336|49920|48000|66336|4|05017780001330|3301702|3301850|RJ|21673547000128|13357633|LUIS GUILHERME TAVARES 96612509791|AV REGINALDO DE SOUZA NOGUEIRA|182|F|PARADA MODELO|25943506|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819181742733034|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381918|0|349322|287294|280800|325764|34|05017780001330|3301702|3302502|RJ|13263902000162||DIEGO GUARINO AMORIM 13583114710|R GUARANI|877|L|PIABETA|25931782|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819191675377674|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381919|0|46335|21822|21000|46335|2|05017780001330|3301702|3302502|RJ|33722826000113|11443117|NUTRIMIX DISTRIBUIDORA DE GENEROS A LIMENTICIOS LTDA|AV SANTOS DUMONT|655|L|PIABETA VILA INHOMIR|25931758|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819201592504440|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381920|0|40328|32984|32000|40328|2|05017780001330|3301702|3302502|RJ|30349880000177|82416765|LANCHONETE SOBE E DESCE LTDA|RUA JOSE ULMANN|8||PIABETA|25930000|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819211141652795|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381921|0|11278|8777|8016|10402|2|05017780001330|3301702|3302502|RJ|27420879000268|87348938|JPA SUPERMERCADOS EIRELI|AV SANTOS DUMONT|1721||PIABETA (INHOMIRIM)|25931758|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053819221374710671|N|LPW6E28|0004640387|OTRJ|ZS01|0008|68205|000|2200|15005|000|000|53200|0015004388||||0004640387|0013|31102024|5381922|0|43483|42924|40000|40633|5|05017780001330|3301702|3302502|RJ|27420879000268|87348938|JPA SUPERMERCADOS EIRELI|AV SANTOS DUMONT|1721||PIABETA (INHOMIRIM)|25931758|0|1|105.200|00010|000005091717||000|000|937550180|3720|05017780001330|12815827000132
33241005017780001330550000053791011491146003|S|LPW6E28|0004640388|OTRJ|ZRET|0008|3322|000|2200|731|000|000|2591|0015004388||||0004640387|0013|30102024|5379101|0|40084|25912|25000|40084|3|05017780001330|3301702|3301850|RJ|54387389000107|14543805|54 387 389 MATHEUS LIMA CASTRO|R P|266||CIDADE JARDIM GUAPIM|25943422|0|1|105.200|00001|000005091718||000|000|937550180|3720|05017780001330|12815827000132
